Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
"IoT and smart city technology: Challenges, opportunities, and solutions","IoT and smart city technology: Challenges, opportunities, and solutions",,1,0.708933,6,0.32022,0.330369,0,1
A research on the relationship between accrual-based earnings management and real earnings management in the retail industry,A research on the relationship between accrual-based earnings management and real earnings management in the retail industry,,1,0.756284,6,0.328814,0.342111,0,1
Study on numerical oscillations of forming load occurring in forward open cold extrusion,Study on numerical oscillations of forming load occurring in forward open cold extrusion,,1,0.738579,5,0.398903,0.420146,0,3
Effects of laser parameters on morphological change and surface properties of aluminum alloy in masked laser surface texturing,Effects of laser parameters on morphological change and surface properties of aluminum alloy in masked laser surface texturing,,1,0.727606,6,0.283488,0.29254,0,1
A short review on predictions for wind power generation – its limitation and future directions,A short review on predictions for wind power generation – its limitation and future directions,,1,0.706506,6,0.316218,0.325029,0,1
Preparation and characterization of novel pseudo ceramide liposomes for the transdermal delivery of baicalein,Preparation and characterization of novel pseudo ceramide liposomes for the transdermal delivery of baicalein,,1,0.734771,5,0.351981,0.370375,0,3
Sub-1 min Sinter-Bonding Technique in Air Using Modified Cu Dendritic Particles for Formation of a High-Temperature Sustainable Bondline,Sub-1 min Sinter-Bonding Technique in Air Using Modified Cu Dendritic Particles for Formation of a High-Temperature Sustainable Bondline,,1,0.828205,1,1,1,0,32
Fabrication of La2O3 dispersed Mo-Si-B alloys and its mechanical properties,Fabrication of La2O3 dispersed Mo-Si-B alloys and its mechanical properties,,1,0.828205,1,1,1,0,32
"Correction to: Effect of wheat germ on metabolic markers: a systematic review and meta-analysis of randomized controlled trials (Food Science and Biotechnology, (2020), 29, 6, (739-749), 10.1007/s10068-020-00769-9)","Correction to: Effect of wheat germ on metabolic markers: a systematic review and meta-analysis of randomized controlled trials (Food Science and Biotechnology, (2020), 29, 6, (739-749), 10.1007/s10068-020-00769-9)",,1,0.733096,5,0.39727,0.418356,0,3
How to determine a minimum viable product in app-based lean start-ups: Kano-based approach,How to determine a minimum viable product in app-based lean start-ups: Kano-based approach,,3,2.482404,5,0.39727,0.419101,0,1
Application of statistical design of experiments in the field of chemical engineering: A bibliographical review,Application of statistical design of experiments in the field of chemical engineering: A bibliographical review,,1,0.814567,1,1,1,0,33
Efficient Deep Gaussian Process Models for Variable-Sized Inputs,Efficient Deep Gaussian Process Models for Variable-Sized Inputs,,1,0.814567,1,1,1,0,33
Separate track impact factor application depending on track types through correlative analysis with track support stiffness,Separate track impact factor application depending on track types through correlative analysis with track support stiffness,,2,1.467878,2,0.666667,0.75,0,24
A study on improvement of evaluation indicators of Korean urban railway operators,A study on improvement of evaluation indicators of Korean urban railway operators,,3,2.359246,2,0.8,0.875,0.000004,24
Effect of sleeper-girder fastener on stiffness of open-deck steel bridge using finite element analysis,Effect of sleeper-girder fastener on stiffness of open-deck steel bridge using finite element analysis,,4,3.162251,5,0.360818,0.381901,0,1
Multi-frame based homography estimation for video stitching in static camera environments,Multi-frame based homography estimation for video stitching in static camera environments,,1,0.703366,5,0.413793,0.434178,0,1
Cognitive Science-Based Security Framework in Consumer Electronics,Cognitive Science-Based Security Framework in Consumer Electronics,,1,0.731695,6,0.275895,0.28455,0,19
Effect of one way reinforced concrete slab characteristics on structural response under blast loading,Effect of one way reinforced concrete slab characteristics on structural response under blast loading,,1,0.794879,1,1,1,0,34
Assessment of a stream gauge network using upstream and downstream runoff characteristics and entropy,Assessment of a stream gauge network using upstream and downstream runoff characteristics and entropy,,1,0.794879,1,1,1,0,34
Influence of surface water bodies on the land surface temperature of Bangladesh,Influence of surface water bodies on the land surface temperature of Bangladesh,,1,0.812185,1,1,1,0,35
Analysis and modeling of process variables in surface hardening process of Ti-6Al-4V using laser,Analysis and modeling of process variables in surface hardening process of Ti-6Al-4V using laser,,1,0.812185,1,1,1,0,35
Nanopore sequencing reads improve assembly and gene annotation of the Parochlus steinenii genome,Nanopore sequencing reads improve assembly and gene annotation of the Parochlus steinenii genome,,3,2.251551,5,0.418404,0.438875,0,3
Air venting simulation for multiphase flow of polymers and air in the cavity of a mold,Air venting simulation for multiphase flow of polymers and air in the cavity of a mold,,1,0.704101,5,0.348294,0.366151,0,1
A comprehensive study on APT attacks and countermeasures for future networks and communications: challenges and solutions,A comprehensive study on APT attacks and countermeasures for future networks and communications: challenges and solutions,,2,1.475331,6,0.310317,0.31797,0,1
"Tris(1,3-dichloro-2-propyl)phosphate (TDCIPP) disrupts zebrafish tail fin development","Tris(1,3-dichloro-2-propyl)phosphate (TDCIPP) disrupts zebrafish tail fin development",,2,1.540324,5,0.392315,0.414404,0,3
"Sequential Multiple-Target Sensor: In3+, Fe2+, and Fe3+ Discrimination by an Anthracene-Based Probe","Sequential Multiple-Target Sensor: In3+, Fe2+, and Fe3+ Discrimination by an Anthracene-Based Probe",,2,1.575566,5,0.329932,0.343786,0,1
Paper-Based Diagnostic System Facilitating Escherichia coli Assessments by Duplex Coloration,Paper-Based Diagnostic System Facilitating Escherichia coli Assessments by Duplex Coloration,,2,1.59563,6,0.318033,0.328465,0,1
Valuing the attributes of remediation of maritime oil spills: An empirical case study in South Korea,Valuing the attributes of remediation of maritime oil spills: An empirical case study in South Korea,,2,1.510909,6,0.318033,0.328465,0,1
Flexible Visible-Blind Ultraviolet Photodetectors Based on ZnAl-Layered Double Hydroxide Nanosheet Scroll,Flexible Visible-Blind Ultraviolet Photodetectors Based on ZnAl-Layered Double Hydroxide Nanosheet Scroll,,2,1.496353,5,0.357165,0.377033,0,1
Large-area fabrication of microlens arrays by using self-pinning effects during the thermal reflow process,Large-area fabrication of microlens arrays by using self-pinning effects during the thermal reflow process,,3,2.162125,7,0.227566,0.233429,0,20
Novel MIMO Detection with Improved Complexity for Near-ML Detection in MIMO-OFDM Systems,Novel MIMO Detection with Improved Complexity for Near-ML Detection in MIMO-OFDM Systems,,2,1.534363,5,0.349655,0.368084,0,20
Fe doping effect of vanadium oxide films for enhanced switching electrochromic performances,Fe doping effect of vanadium oxide films for enhanced switching electrochromic performances,,3,2.565285,5,0.405858,0.42752,0,3
Wideband internal dipole-loop antenna with switchable and tunable frequency operation for ultra-high-definition television,Wideband internal dipole-loop antenna with switchable and tunable frequency operation for ultra-high-definition television,,1,0.700399,6,0.316735,0.326489,0,1
Cyclic Lateral Load Test for RC Column-Steel Beam Joints with Simplified Connection Details,Cyclic Lateral Load Test for RC Column-Steel Beam Joints with Simplified Connection Details,,1,0.789907,1,1,1,0,36
Adhesive strengths between glass fiber-filled ABS and metal in insert molding with engraved and embossed metal surface treatments,Adhesive strengths between glass fiber-filled ABS and metal in insert molding with engraved and embossed metal surface treatments,,1,0.789907,1,1,1,0,36
A Bioinspired Piezoelectric Cilia Array for Sensing of Hydrodynamic Flow,A Bioinspired Piezoelectric Cilia Array for Sensing of Hydrodynamic Flow,,2,1.614244,6,0.321369,0.333376,0,7
DC Ground Fault Induced Fire Accident in Lithium Ion Battery based ESS,DC Ground Fault Induced Fire Accident in Lithium Ion Battery based ESS,,1,0.748979,6,0.327242,0.340851,0,1
Performance comparison of interpolation operators of multi-grid method based on a distance weighted and area (volume) intersection approaches Part II: Finite element discretization,Performance comparison of interpolation operators of multi-grid method based on a distance weighted and area (volume) intersection approaches Part II: Finite element discretization,,1,0.724079,5,0.383147,0.405255,0,3
Microstructure-based prediction of yield ratio and uniform elongation in high-strength bainitic steels using multiple linear regression analysis,Microstructure-based prediction of yield ratio and uniform elongation in high-strength bainitic steels using multiple linear regression analysis,,2,1.592645,1,1,1,0,37
Study on laser spot pattern design for joining ultra high strength steel,Study on laser spot pattern design for joining ultra high strength steel,,2,1.567121,1,1,1,0,37
Development and application of a hybrid prestressed segmental concrete girder utilizing low carbon materials,Development and application of a hybrid prestressed segmental concrete girder utilizing low carbon materials,,2,1.531553,1,1,1,0,37
Asymptotics of certain double series in Eulerian form,Asymptotics of certain double series in Eulerian form,,1,0.785737,5,0.419762,0.439548,0,1
Simple calculations of J-integral for through-wall crack in welded pipes based on failure assessment diagram,Simple calculations of J-integral for through-wall crack in welded pipes based on failure assessment diagram,,2,1.499165,6,0.311981,0.320261,0,1
